name,brand,main_category,c1_category,c2_category,leaf_category,artical_no,series_name,model_no,mrp,seling_price,unit_of_measurement,selling_unit,magnitude_of_uom,description,image_1,image_2,image_3,image_4,image_5,attribute1a,attribute1b,attribute2a,attribute2b,attribute3a,attribute3b,attribute4a,attribute4b,attribute5a,attribute5b,attribute6a,attribute6b,attribute7a,attribute7b,attribute8a,attribute8b,attribute9a,attribute9b,attribute10a,attribute10b,attribute11a,attribute11b,image,sku_code,hsn,tax,catalogue_url,is_return_available,return_day,faq,width,height,depth,weight,min_quantity,ship_time
"CSMBS1C6 C&S Electric- 6A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C6,C-Series,CSMBS1C6,3300,2640,Piece,Each,Pack of 12,"CSMBS1C6,C&S,6A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C6 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C10 C&S Electric- 10A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C10,C-Series,CSMBS1C10,3300,2640,Piece,Each,Pack of 12,"CSMBS1C10,C&S10A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C10 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C16 C&S Electric- 16A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C16,C-Series,CSMBS1C16,3300,2640,Piece,Each,Pack of 12,"CSMBS1C16,C&S,16A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C16 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C20 C&S Electric- 20A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C20,C-Series,CSMBS1C20,3300,2640,Piece,Each,Pack of 12,"CSMBS1C20,C&S,20A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C20 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C25 C&S Electric- 25A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C25,C-Series,CSMBS1C25,3300,2640,Piece,Each,Pack of 12,"CSMBS1C25,C&S,25A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C25 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C32 C&S Electric- 32A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C32,C-Series,CSMBS1C32,3300,2640,Piece,Each,Pack of 12,"CSMBS1C32,C&S,32A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C32 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C40 C&S Electric- 40A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C40,C-Series,CSMBS1C40,7860,6288,Piece,Each,Pack of 12,"CSMBS1C40,C&S,40A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C40 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C50 C&S Electric- 50A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C50,C-Series,CSMBS1C50,8460,6768,Piece,Each,Pack of 12,"CSMBS1C50,C&S,50A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C50 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C63 C&S Electric- 63A 1 Pole, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C63,C-Series,CSMBS1C63,8460,6768,Piece,Each,Pack of 12,"CSMBS1C63,C&S,63A 1 Pole C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C63 in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240/415V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743054-Product-Screenshot 2024-03-18 115401.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C0.5N C&S Electric- 0.5A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C0.5N,C-Series,CSMBS1C0.5N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C0.5N,C&S ,0.5A 1 Pole+N C Curve 10kA WiNtrip2 MCB. (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C0.5N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,0.5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,c&s electric CSMBS1C0.5N Miniature Circuit Breaker (MCB) Single Pole + Neutral C Curve Type 0.5 A,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C1N C&S Electric- 1A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C1N,C-Series,CSMBS1C1N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C1N,C&S,1A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C1N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,1 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C2N C&S Electric- 2A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C2N,C-Series,CSMBS1C2N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C2N,C&S,2A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C2N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,2 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C3N C&S Electric- 3A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C3N,C-Series,CSMBS1C3N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C3N,C&S,3A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C3N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,3 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C4N C&S Electric- 4A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C4N,C-Series,CSMBS1C4N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C4N,C&S,4A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C4N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,4 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C5N C&S Electric- 5A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C5N,C-Series,CSMBS1C5N,7800,6240,Piece,Each,Pack of 6,"CSMBS1C5N,C&S,5A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C5N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,5 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C6N C&S Electric- 6A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C6N,C-Series,CSMBS1C6N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C6N,C&S,6A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C6N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,6 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C10N C&S Electric- 10A 1 Po+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C10N,C-Series,CSMBS1C10N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C10N,C&S10A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C10N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,10 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C16N C&S Electric- 16A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C16N,C-Series,CSMBS1C16N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C16N,C&S,16A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C16N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,16 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C20N C&S Electric- 20A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C20N,C-Series,CSMBS1C20N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C20N,C&S,20A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C20N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,20Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C25N C&S Electric- 25A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C25N,C-Series,CSMBS1C25N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C25N,C&S,25A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C25N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,25 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C32N C&S Electric- 32A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C32N,C-Series,CSMBS1C32N,5520,4416,Piece,Each,Pack of 6,"CSMBS1C32N,C&S,32A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C32N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,32 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C40N C&S Electric- 40A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C40N,C-Series,CSMBS1C40N,8040,6432,Piece,Each,Pack of 6,"CSMBS1C40N,C&S,40A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C40N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,40 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C50N C&S Electric- 50A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C50N,C-Series,CSMBS1C50N,9090,7272,Piece,Each,Pack of 6,"CSMBS1C50N,C&S,50A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S, CSMBS1C50N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,50 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
"CSMBS1C63N C&S Electric- 63A 1 Pole+N, C Curve 10kA WiNtrip2 MCB (Pack of 4)",C&S,Factory Automation,Low Voltage Switch Gear,MCB,WiNtrip2 Miniature Circuit Breaker,CSMBS1C63N,C-Series,CSMBS1C63N,9090,7272,Piece,Each,Pack of 6,"CSMBS1C63N,C&S,63A 1 Pole+N C Curve 10kA WiNtrip2 MCB (Notes: Image only for Reference purpose):- Buy C&S,CSMBS1C63N in Best Rate All Over India. Distributors in Top Cities Such as Noida, Delhi NCR, Mumbai, Chennai, Bengaluru, Kolkata, Pune, Jaipur and Ahmedabad.",,,,,,Type,C-Curve,No. of Poles,1 Pole,Breaking Capacity,10 kA,Current Rating,63 Amp,Rated Frequency,50/60Hz,Rated Voltage,240V,Degree of Protection,IP 20,Installation Position,Vertical / Horizontal,Terminal Capacity,35 mm2,Resistance to Shock,40mm free fall,Mounting,Din rail Size 35.5 mm,1710743184-Product-Screenshot 2024-03-18 115607.png,,8536,18%,,,,,,,,,1,1-2 Days
